Oid	Name	Rank	Parent	Kingdom	Phylum	Class	Order	Suborder	Family	Genus	Species	FullName	Author	Year	SaproxylicStatus	Norway	Sweden	Finland	Denmark	Estonia	Latvia	Lithuania	Poland	England	Scotland	France	RealSpecies	SpeciesName	Synonyms	Comment	OtherDistribution	OptimisticLockField	GCRecord	ObjectType
{7447019D-A905-48F3-807E-383D46C25D5A}	subrubescens	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{7700AD65-6372-4E9F-8CF7-42E9302EDB9E}	{BD93BDBC-8F91-44E2-BE59-9772B3EDB4B4}	{3F1C39CD-FBBA-42B0-BC7C-028234A2AF4F}	{F3BD253F-A0C7-440C-A5E0-51ECAA478978}	{D8C4799E-A6B8-43B6-A0AC-7A01408D77FD}	{91B32813-913B-4E34-9B2A-1A46F36EE91D}	{DCCC2803-FDCB-41D6-82FD-9EF9647D51DC}	{7700AD65-6372-4E9F-8CF7-42E9302EDB9E}	{7447019D-A905-48F3-807E-383D46C25D5A}	Albatrellus subrubescens		0	5	0	0	0	0	0	0	0	0	0	0	0		Albatrellus subrubescens				0		15
{2138E70B-C8A0-4214-A5C2-383DCD2BBA99}	lanatum	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{F87BA673-8735-4639-8683-FAF9DDC0DF6F}	{BD93BDBC-8F91-44E2-BE59-9772B3EDB4B4}	{3F1C39CD-FBBA-42B0-BC7C-028234A2AF4F}	{F3BD253F-A0C7-440C-A5E0-51ECAA478978}	{D8C4799E-A6B8-43B6-A0AC-7A01408D77FD}	{91B32813-913B-4E34-9B2A-1A46F36EE91D}	{CBA285F6-F0CF-4746-9B1F-3DA9573D3997}	{F87BA673-8735-4639-8683-FAF9DDC0DF6F}	{2138E70B-C8A0-4214-A5C2-383DCD2BBA99}	Piloderma lanatum		0	2	0	0	0	0	0	0	0	0	0	0	0		Piloderma lanatum				0		15
{F04A71AD-49DF-457C-9BC3-383FA64CC40C}	Microgynium	{62253267-A76C-4326-9948-6A5BD50334C8}	{DCD1E8D6-D21C-428E-9A23-339530DFC87C}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{0B94B57D-CC62-4804-857D-5C04708B970D}	{97B9D022-B29D-43C2-B951-C8C3922FB9BE}	{2215B0E3-3679-4641-B9BC-CC0279DAFE39}	{DCD1E8D6-D21C-428E-9A23-339530DFC87C}	{F04A71AD-49DF-457C-9BC3-383FA64CC40C}		Microgynium		0	0																	0		13
{8622D46B-B6C8-4606-B0BE-384501D0F337}	Tarsonemidae	{4665ED8F-3734-406C-8987-E01B25E7D917}	{5BCC35B9-3495-4EDB-A420-55224BDC75FE}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{0B94B57D-CC62-4804-857D-5C04708B970D}	{97B9D022-B29D-43C2-B951-C8C3922FB9BE}	{5BCC35B9-3495-4EDB-A420-55224BDC75FE}	{8622D46B-B6C8-4606-B0BE-384501D0F337}			Tarsonemidae		0	0																	0		13
{2E18F45A-D638-484B-8686-3845D05BC70F}	Z_Rosales_SO	{BF719A88-8ED0-4804-B92A-EE02C0B36351}	{E1EFCF81-E52A-4FAD-B90A-0A383F39A170}	{B8B18898-F17D-4346-8EC2-7663727141EF}	{9B6C9E05-8358-4C94-936D-AA5B60D2AEDB}	{4BEB2961-A509-4575-8F03-1FB00C9235F6}	{E1EFCF81-E52A-4FAD-B90A-0A383F39A170}	{2E18F45A-D638-484B-8686-3845D05BC70F}				Z_Rosales_SO		0	0																	0		13
{31B2F763-7B8A-4008-A80D-384A9D45615C}	hospita	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{F3A96919-7426-40F6-9DDB-3C1FE51D13B0}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{A36FF57C-6577-4E1F-89D2-6788F9273E9F}	{C199CA77-A762-4E2E-8285-643A62752750}	{808AC383-0D23-4CF9-AD93-B89145E8697B}	{7923B34C-4FB4-44A1-B487-817E66B6DD7E}	{F3A96919-7426-40F6-9DDB-3C1FE51D13B0}	{31B2F763-7B8A-4008-A80D-384A9D45615C}	Thamiaraea hospita	(Märkel, 1844)	0	2	2	2	2	2	0	0	0	0	0	0	0		Thamiaraea hospita				0		15
{13AEA8CD-78A8-4B2B-B81D-384DCFDD4C37}	opalea	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{00227C76-D4DD-4634-A660-C81D0F3D0E2D}	{BD93BDBC-8F91-44E2-BE59-9772B3EDB4B4}	{3F1C39CD-FBBA-42B0-BC7C-028234A2AF4F}	{F3BD253F-A0C7-440C-A5E0-51ECAA478978}	{D215D254-81F8-412D-AC27-7949AAE4BC2C}	{C0596362-F6E8-429B-BE27-3E4AD84A289A}	{2E7507E9-A8C5-4438-897E-891721273DE1}	{00227C76-D4DD-4634-A660-C81D0F3D0E2D}	{13AEA8CD-78A8-4B2B-B81D-384DCFDD4C37}	Exidiopsis opalea		0	2	0	0	0	0	0	0	0	0	0	0	0		Exidiopsis opalea				0		15
{B45A2641-F36B-4249-B8DE-385029919B86}	caucasica	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{90DCC2FF-C3CD-4AD3-AB5C-B6C2300C96F3}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{A36FF57C-6577-4E1F-89D2-6788F9273E9F}	{4442B3BF-4756-4258-8AF1-7F5B951346EF}	{A2ECAD2A-6B0A-4BED-B475-6E27D1BA2275}	{506C0D0F-AA52-4216-A8C9-4D404F782CD2}	{90DCC2FF-C3CD-4AD3-AB5C-B6C2300C96F3}	{B45A2641-F36B-4249-B8DE-385029919B86}	Lonchaea caucasica	Kovalev 1974	0	0	1	1	1	1	0	0	0	0	0	0	0		Lonchaea caucasica				0		15
{01E34C88-F6AE-4914-9E3A-3856233307E1}	abietis	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{5F8BC5F8-B515-41EC-A324-12F59B73A584}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{A36FF57C-6577-4E1F-89D2-6788F9273E9F}	{C199CA77-A762-4E2E-8285-643A62752750}	{808AC383-0D23-4CF9-AD93-B89145E8697B}	{74B8110E-4BDF-4B1E-AC24-88E3AC51984B}	{5F8BC5F8-B515-41EC-A324-12F59B73A584}	{01E34C88-F6AE-4914-9E3A-3856233307E1}	Cryptolestes abietis	(Wankowicz, 1865)	0	2	2	2	2	1	0	0	0	0	0	0	0		Cryptolestes abietis				0		15
{1495A3F2-3BDD-444B-8080-387F4F431F73}	Pharetratula	{62253267-A76C-4326-9948-6A5BD50334C8}	{19604E4D-15D2-4E11-897E-93BD6A87A286}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{A36FF57C-6577-4E1F-89D2-6788F9273E9F}	{4442B3BF-4756-4258-8AF1-7F5B951346EF}	{93B1280A-AC5D-48C8-BBBD-E9CC99F0C7E0}	{19604E4D-15D2-4E11-897E-93BD6A87A286}	{1495A3F2-3BDD-444B-8080-387F4F431F73}		Pharetratula		0	0																	0		13
{FF4CBF6A-7A76-4141-B130-387F5D63DCCA}	sexdentatus	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{EC2FD85A-98E2-43B8-BB2F-76CB2F0954D6}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{A36FF57C-6577-4E1F-89D2-6788F9273E9F}	{C199CA77-A762-4E2E-8285-643A62752750}	{808AC383-0D23-4CF9-AD93-B89145E8697B}	{2E955F8C-3D69-4B5A-B81B-B8858374D52D}	{EC2FD85A-98E2-43B8-BB2F-76CB2F0954D6}	{FF4CBF6A-7A76-4141-B130-387F5D63DCCA}	Ips sexdentatus	(Börner, 1776)	0	2	2	2	2	2	0	0	0	0	0	0	0		Ips sexdentatus				0		15
{20CB5A33-7446-44B6-91F9-38878F122BF3}	vacua	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{C8023EA8-3A5E-4F0C-AFB6-8381A5C23162}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{0B94B57D-CC62-4804-857D-5C04708B970D}	{97B9D022-B29D-43C2-B951-C8C3922FB9BE}	{2215B0E3-3679-4641-B9BC-CC0279DAFE39}	{26BC374B-9415-41EF-8207-58B6E3885EB7}	{C8023EA8-3A5E-4F0C-AFB6-8381A5C23162}	{20CB5A33-7446-44B6-91F9-38878F122BF3}	Hypoaspis vacua	(Michael, 1891).	0	3	2	0	0	0	0	2	0	2	0	0	0		Hypoaspis vacua	Hypoaspis (Cosmolaelaps) vacua			0		15
{99E9FC68-A27C-417D-A1F0-388E1F90611B}	aff. penetrans	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{BECFAEEB-613C-4896-A770-516A0AE3E212}	{BD93BDBC-8F91-44E2-BE59-9772B3EDB4B4}	{3F1C39CD-FBBA-42B0-BC7C-028234A2AF4F}	{F3BD253F-A0C7-440C-A5E0-51ECAA478978}	{D215D254-81F8-412D-AC27-7949AAE4BC2C}	{C0596362-F6E8-429B-BE27-3E4AD84A289A}	{6B44904A-EEB6-4EA2-A272-2EF40926D4EA}	{BECFAEEB-613C-4896-A770-516A0AE3E212}	{99E9FC68-A27C-417D-A1F0-388E1F90611B}	Tremella aff. penetrans		0	2	0	0	0	0	0	0	0	0	0	0	0		Tremella aff. penetrans				0		15
{806FE160-E7AA-4DE3-ABA6-389602AF104C}	atrata	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{3BF38EA9-BDE9-4AF8-84EC-C1C6BF53A805}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{A36FF57C-6577-4E1F-89D2-6788F9273E9F}	{C199CA77-A762-4E2E-8285-643A62752750}	{808AC383-0D23-4CF9-AD93-B89145E8697B}	{7923B34C-4FB4-44A1-B487-817E66B6DD7E}	{3BF38EA9-BDE9-4AF8-84EC-C1C6BF53A805}	{806FE160-E7AA-4DE3-ABA6-389602AF104C}	Placusa atrata	(Mannerheim, 1830)	0	2	2	2	2	2	0	0	0	0	0	0	0		Placusa atrata				0		15
{0FD7EBF9-429F-4039-A89C-38B22B2532E4}	subtilis	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{327AC1EE-F46C-467C-A453-FD392B8E85F6}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{A36FF57C-6577-4E1F-89D2-6788F9273E9F}	{C199CA77-A762-4E2E-8285-643A62752750}	{808AC383-0D23-4CF9-AD93-B89145E8697B}	{E86195FB-685C-4A2B-9823-525A8B33D868}	{327AC1EE-F46C-467C-A453-FD392B8E85F6}	{0FD7EBF9-429F-4039-A89C-38B22B2532E4}	Thymalus subtilis	Reitter, 1889	0	2	2	2	2	1	0	0	0	0	0	0	0		Thymalus subtilis				0		15
{139CCD23-EE90-48DB-9C9F-38B6E6C8E66D}	hauerslevii	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{0CC4B1E9-24A7-408D-B35E-5204C34F8639}	{BD93BDBC-8F91-44E2-BE59-9772B3EDB4B4}	{3F1C39CD-FBBA-42B0-BC7C-028234A2AF4F}	{F3BD253F-A0C7-440C-A5E0-51ECAA478978}	{D8C4799E-A6B8-43B6-A0AC-7A01408D77FD}	{91B32813-913B-4E34-9B2A-1A46F36EE91D}	{08563817-486B-46BE-B344-635C85FFE23B}	{0CC4B1E9-24A7-408D-B35E-5204C34F8639}	{139CCD23-EE90-48DB-9C9F-38B6E6C8E66D}	Hyphodontiella hauerslevii		0	2	0	0	0	0	0	0	0	0	0	0	0		Hyphodontiella hauerslevii				0		15
{D7EB76B8-7F0F-402F-B632-38B7B2AE762B}	byssisedum	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{04787197-0D63-47DB-88CD-0255522AED1F}	{BD93BDBC-8F91-44E2-BE59-9772B3EDB4B4}	{3F1C39CD-FBBA-42B0-BC7C-028234A2AF4F}	{F3BD253F-A0C7-440C-A5E0-51ECAA478978}	{228CBFE6-5582-4244-806D-13765B3DFFB1}	{EFAD9EF5-DE33-47E4-9DE2-C5C4AD707AD8}	{784007A3-BB13-4681-BBDC-BF7E8CE3925D}	{04787197-0D63-47DB-88CD-0255522AED1F}	{D7EB76B8-7F0F-402F-B632-38B7B2AE762B}	Entoloma byssisedum		0	2	0	0	0	0	0	0	0	0	0	0	0		Entoloma byssisedum				0		15
{EB69E699-6B93-40F2-8C49-38C030BFAF5B}	atramentaria	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{9D3C6112-340B-443E-971A-C55DD0FEFE1A}	{BD93BDBC-8F91-44E2-BE59-9772B3EDB4B4}	{3F1C39CD-FBBA-42B0-BC7C-028234A2AF4F}	{F3BD253F-A0C7-440C-A5E0-51ECAA478978}	{21279B4D-42BC-43CD-AE9A-E1D7047119ED}	{2E49E411-4C5B-4877-9CF5-D46AFAFA6923}	{917A73B3-FB30-4D22-B244-AF4AD2B310D9}	{9D3C6112-340B-443E-971A-C55DD0FEFE1A}	{EB69E699-6B93-40F2-8C49-38C030BFAF5B}	Tomentella atramentaria		0	2	0	0	0	0	0	0	0	0	0	0	0		Tomentella atramentaria				0		15
{A368916B-3EF8-40F9-A3E2-38C8BB484316}	maerkelii	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{A5D61E1E-6211-4709-8DCC-629581C13BE7}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{A36FF57C-6577-4E1F-89D2-6788F9273E9F}	{C199CA77-A762-4E2E-8285-643A62752750}	{808AC383-0D23-4CF9-AD93-B89145E8697B}	{7923B34C-4FB4-44A1-B487-817E66B6DD7E}	{A5D61E1E-6211-4709-8DCC-629581C13BE7}	{A368916B-3EF8-40F9-A3E2-38C8BB484316}	Amauronyx maerkelii	(Aubé, 1844)	0	3	1	2	1	2	0	0	0	0	0	0	0		Amauronyx maerkelii				0		15
{8EA80821-A934-4AD8-8AF2-38CE0E17571B}	acutus	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{EFDF28F6-75B3-439F-B758-950D5966625E}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{A36FF57C-6577-4E1F-89D2-6788F9273E9F}	{4442B3BF-4756-4258-8AF1-7F5B951346EF}	{93B1280A-AC5D-48C8-BBBD-E9CC99F0C7E0}	{AED42834-B131-4F7C-BB80-6F109989413F}	{EFDF28F6-75B3-439F-B758-950D5966625E}	{8EA80821-A934-4AD8-8AF2-38CE0E17571B}	Aprionus acutus	Edwards 1938	0	0	1	1	1	1	0	0	0	0	0	0	0		Aprionus acutus				0		15
{31834E5F-EC0C-4C6E-93CD-38D034C3494F}	Polypore	{62253267-A76C-4326-9948-6A5BD50334C8}	{F2E073EF-F4EB-4019-A29A-4B8A776E58EF}	{BD93BDBC-8F91-44E2-BE59-9772B3EDB4B4}	{3F1C39CD-FBBA-42B0-BC7C-028234A2AF4F}	{F3BD253F-A0C7-440C-A5E0-51ECAA478978}	{D8C4799E-A6B8-43B6-A0AC-7A01408D77FD}	{91B32813-913B-4E34-9B2A-1A46F36EE91D}	{F2E073EF-F4EB-4019-A29A-4B8A776E58EF}	{31834E5F-EC0C-4C6E-93CD-38D034C3494F}		Polypore		0	0																	0		13
{6A59BE45-B50C-4676-BED1-38E1654AF514}	erlangensis	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{EA651328-C115-488C-BB1E-402E5C11A277}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{0B94B57D-CC62-4804-857D-5C04708B970D}	{97B9D022-B29D-43C2-B951-C8C3922FB9BE}	{2215B0E3-3679-4641-B9BC-CC0279DAFE39}	{6EA727E7-D3C1-4475-80DA-7AACDA6B1AE3}	{EA651328-C115-488C-BB1E-402E5C11A277}	{6A59BE45-B50C-4676-BED1-38E1654AF514}	Cilliba erlangensis	(Hirschmann et Z.-Nicol, 1969)	0	0	0	0	0	0	0	0	0	2	0	0	0		Cilliba erlangensis				0		15
{A465C417-1438-4ECA-9851-38EF1A88E8A2}	nitida	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{DD511476-7276-492C-B16F-164D294DE4CC}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{A36FF57C-6577-4E1F-89D2-6788F9273E9F}	{4442B3BF-4756-4258-8AF1-7F5B951346EF}	{93B1280A-AC5D-48C8-BBBD-E9CC99F0C7E0}	{392053E5-29A9-42CA-A236-626958E32484}	{DD511476-7276-492C-B16F-164D294DE4CC}	{A465C417-1438-4ECA-9851-38EF1A88E8A2}	Boletina nitida	Grzegorzek	0	0	1	1	2	1	0	0	0	0	0	0	0		Boletina nitida				0		15
{7FB462E2-4D66-4FB7-93D3-39014894D190}	Auriculariaceae	{4665ED8F-3734-406C-8987-E01B25E7D917}	{C0596362-F6E8-429B-BE27-3E4AD84A289A}	{BD93BDBC-8F91-44E2-BE59-9772B3EDB4B4}	{3F1C39CD-FBBA-42B0-BC7C-028234A2AF4F}	{F3BD253F-A0C7-440C-A5E0-51ECAA478978}	{D215D254-81F8-412D-AC27-7949AAE4BC2C}	{C0596362-F6E8-429B-BE27-3E4AD84A289A}	{7FB462E2-4D66-4FB7-93D3-39014894D190}			Auriculariaceae		0	0																	0		13
{F6A80302-3B25-4169-A0CB-39032F623AF0}	picreus	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{7501533A-2E6D-435D-821C-FFEEEE4949A8}	{BD93BDBC-8F91-44E2-BE59-9772B3EDB4B4}	{3F1C39CD-FBBA-42B0-BC7C-028234A2AF4F}	{F3BD253F-A0C7-440C-A5E0-51ECAA478978}	{228CBFE6-5582-4244-806D-13765B3DFFB1}	{EFAD9EF5-DE33-47E4-9DE2-C5C4AD707AD8}	{3EF0D29B-5A57-431F-81F3-10E13BADBDFC}	{7501533A-2E6D-435D-821C-FFEEEE4949A8}	{F6A80302-3B25-4169-A0CB-39032F623AF0}	Gymnopilus picreus		0	2	0	0	0	0	0	0	0	0	0	0	0		Gymnopilus picreus				0		15
{A55B7A54-8B7D-4D06-8911-392B8C35965D}	arborea	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{7AE8EADE-6239-4386-BD7F-B35400DBAD84}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{A36FF57C-6577-4E1F-89D2-6788F9273E9F}	{C199CA77-A762-4E2E-8285-643A62752750}	{808AC383-0D23-4CF9-AD93-B89145E8697B}	{7923B34C-4FB4-44A1-B487-817E66B6DD7E}	{7AE8EADE-6239-4386-BD7F-B35400DBAD84}	{A55B7A54-8B7D-4D06-8911-392B8C35965D}	Oxypoda arborea	Zerche, 1994	0	2	2	2	2	2	0	0	0	0	0	0	0		Oxypoda arborea				0		15
{37773E91-3C03-4F60-B27E-39458D3B9C34}	serrata	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{2FB6E369-09B6-4383-9EFC-8CA9A743D940}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{0B94B57D-CC62-4804-857D-5C04708B970D}	{97B9D022-B29D-43C2-B951-C8C3922FB9BE}	{1263E25A-06E5-4DB9-80B1-EAF7C35C78CF}	{6B718BE9-A0A2-4058-9966-D1B71D9A6F15}	{2FB6E369-09B6-4383-9EFC-8CA9A743D940}	{37773E91-3C03-4F60-B27E-39458D3B9C34}	Histiostoma serrata		0	2	0	0	0	0	0	0	0	0	0	0	0		Histiostoma serrata				0		15
{71ED5048-A85C-4D0F-B446-394B25F7B343}	chrysocomus	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{6C98D707-4A83-463B-84DB-B1D8CF0F2B6C}	{BD93BDBC-8F91-44E2-BE59-9772B3EDB4B4}	{3F1C39CD-FBBA-42B0-BC7C-028234A2AF4F}	{F3BD253F-A0C7-440C-A5E0-51ECAA478978}	{3902AEDB-5536-4A8A-BB49-D72AC43439E4}	{694EACA9-6BBA-4EF0-A82A-4671CD4E20CD}	{E1B116D5-5B12-4BC5-B62C-4BCC99961148}	{6C98D707-4A83-463B-84DB-B1D8CF0F2B6C}	{71ED5048-A85C-4D0F-B446-394B25F7B343}	Dacrymyces chrysocomus		0	2	0	0	0	0	0	0	0	0	0	0	0		Dacrymyces chrysocomus				0		15
{F6EC2A44-8A15-4CA4-B83C-394D0E06C7C0}	gracilis	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{DCD30F93-1AA8-47E2-B0BD-906EE97B9142}	{BD93BDBC-8F91-44E2-BE59-9772B3EDB4B4}	{3F1C39CD-FBBA-42B0-BC7C-028234A2AF4F}	{F3BD253F-A0C7-440C-A5E0-51ECAA478978}	{228CBFE6-5582-4244-806D-13765B3DFFB1}	{EFAD9EF5-DE33-47E4-9DE2-C5C4AD707AD8}	{9A09A29C-19D5-41C4-A351-F3EE315CC6C1}	{DCD30F93-1AA8-47E2-B0BD-906EE97B9142}	{F6EC2A44-8A15-4CA4-B83C-394D0E06C7C0}	Hemimycena gracilis		0	3	0	0	0	0	0	0	0	0	0	0	0		Hemimycena gracilis				0		15
{B7DC6831-21E5-4089-935F-395401DFDDE4}	cerambyciformis	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{FB1CF9BA-E7AD-44CB-B1FB-B266E7BB9617}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{A36FF57C-6577-4E1F-89D2-6788F9273E9F}	{C199CA77-A762-4E2E-8285-643A62752750}	{808AC383-0D23-4CF9-AD93-B89145E8697B}	{D29825ED-522B-40E9-B433-8D99BD68F5D8}	{FB1CF9BA-E7AD-44CB-B1FB-B266E7BB9617}	{B7DC6831-21E5-4089-935F-395401DFDDE4}	Judolia cerambyciformis	(Schrank, 1781)	0	2	1	1	1	1	0	0	0	0	0	0	0		Judolia cerambyciformis				0		15
{251742F8-154C-440B-980D-3956774F1566}	Phthiracarus	{62253267-A76C-4326-9948-6A5BD50334C8}	{0E5EE8EC-8A0F-40DD-9F73-00D72A8011FD}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{0B94B57D-CC62-4804-857D-5C04708B970D}	{97B9D022-B29D-43C2-B951-C8C3922FB9BE}	{411FC4F8-F26F-44D4-91F7-B81E50096B81}	{0E5EE8EC-8A0F-40DD-9F73-00D72A8011FD}	{251742F8-154C-440B-980D-3956774F1566}		Phthiracarus		0	0																	0		13
{7A6A7E28-6589-423E-8AF8-395925634E4F}	subabruptus	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{43FCFC15-B6C0-403C-A81D-EB1F45E232CF}	{BD93BDBC-8F91-44E2-BE59-9772B3EDB4B4}	{3F1C39CD-FBBA-42B0-BC7C-028234A2AF4F}	{F3BD253F-A0C7-440C-A5E0-51ECAA478978}	{D8C4799E-A6B8-43B6-A0AC-7A01408D77FD}	{91B32813-913B-4E34-9B2A-1A46F36EE91D}	{9DD0BEED-D60D-47E0-8176-3C1757AD3B25}	{43FCFC15-B6C0-403C-A81D-EB1F45E232CF}	{7A6A7E28-6589-423E-8AF8-395925634E4F}	Crustomyces subabruptus		0	4	0	0	0	0	0	0	0	0	0	0	0		Crustomyces subabruptus				0		15
{D32B3FD5-483C-4E2D-BCB3-395EC75536ED}	tuerki	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{C29EB6AC-3AF0-4EA4-8A1C-0BEEA346ED4A}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{A36FF57C-6577-4E1F-89D2-6788F9273E9F}	{C199CA77-A762-4E2E-8285-643A62752750}	{808AC383-0D23-4CF9-AD93-B89145E8697B}	{5C2BFEC0-848D-4640-B2E7-6CAEB9DCFB54}	{C29EB6AC-3AF0-4EA4-8A1C-0BEEA346ED4A}	{D32B3FD5-483C-4E2D-BCB3-395EC75536ED}	Anthaxia tuerki	Ganglbauer 1886	0	2	0	0	0	0	0	0	0	0	0	0	0		Anthaxia tuerki			Distributed east of Poland	0		15
{62C1C903-0988-4808-B90B-395FC68252E5}	Ceraceomyces	{62253267-A76C-4326-9948-6A5BD50334C8}	{831DAB5E-864F-44AF-862B-701F2B25E87D}	{BD93BDBC-8F91-44E2-BE59-9772B3EDB4B4}	{3F1C39CD-FBBA-42B0-BC7C-028234A2AF4F}	{F3BD253F-A0C7-440C-A5E0-51ECAA478978}	{D8C4799E-A6B8-43B6-A0AC-7A01408D77FD}	{91B32813-913B-4E34-9B2A-1A46F36EE91D}	{831DAB5E-864F-44AF-862B-701F2B25E87D}	{62C1C903-0988-4808-B90B-395FC68252E5}		Ceraceomyces		0	0																	0		13
{09213921-3A3C-4D5E-9FC5-396CC20D7F18}	formosa	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{FA5D942F-3E90-4FF3-8900-8E0E7D26A316}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{A36FF57C-6577-4E1F-89D2-6788F9273E9F}	{4442B3BF-4756-4258-8AF1-7F5B951346EF}	{93B1280A-AC5D-48C8-BBBD-E9CC99F0C7E0}	{392053E5-29A9-42CA-A236-626958E32484}	{FA5D942F-3E90-4FF3-8900-8E0E7D26A316}	{09213921-3A3C-4D5E-9FC5-396CC20D7F18}	Mycetophila formosa	Lundström 1911	0	2	1	2	2	2	0	0	0	0	0	0	0		Mycetophila formosa				0		15
{9F4CE0E7-67FB-469E-BD19-398B2A19AE6F}	pilosum	{F4EB5A5C-34D0-4849-AC4F-FB2081067DF2}	{93794933-17B5-440A-A778-7356BC00072F}	{775D6D50-1B93-42CF-9411-9573DDA4CD33}	{ACDD42F9-63A4-4736-A1A3-66A4A515AC23}	{A36FF57C-6577-4E1F-89D2-6788F9273E9F}	{C199CA77-A762-4E2E-8285-643A62752750}	{808AC383-0D23-4CF9-AD93-B89145E8697B}	{9C0C0083-28FB-469A-80D2-CAD17B2B6390}	{93794933-17B5-440A-A778-7356BC00072F}	{9F4CE0E7-67FB-469E-BD19-398B2A19AE6F}	Sphaerosoma pilosum	(Panzer, 1793)	0	3	2	2	2	2	0	0	0	0	0	0	0		Sphaerosoma pilosum				0		15
{1735F99C-A125-456E-A67A-3993DBEDCB46}	Cantharellaceae	{4665ED8F-3734-406C-8987-E01B25E7D917}	{3E48F5A8-B9F0-4B9A-81BD-86817ED64B7A}	{BD93BDBC-8F91-44E2-BE59-9772B3EDB4B4}	{3F1C39CD-FBBA-42B0-BC7C-028234A2AF4F}	{F3BD253F-A0C7-440C-A5E0-51ECAA478978}	{DC87BC8C-FF12-45B1-AD3E-AF8F26E1E500}	{3E48F5A8-B9F0-4B9A-81BD-86817ED64B7A}	{1735F99C-A125-456E-A67A-3993DBEDCB46}			Cantharellaceae		0	0																	0		13
